0.250000	0.90000
0.250000	0.90000
0.250000	0.900000
0.250000	0.850000
0.250000	0.800000
0.250000	0.600000
0.250000	0.440000
0.250000	0.200000
0.250000	0.000000
0.250000	-0.200000
0.250000	-0.440000
0.250000	-0.600000
0.250000	-0.800000
0.250000	-0.900000
0.250000	-0.90000
0.20408163265306123 -0.9
0.20408163265306123 -0.9
0.20408163265306123 -0.9
0.20061728395061729 0.9
0.20061728395061729 0.9
0.20061728395061729 0.9
0.20061728395061729 0.75
0.20061728395061729 0.75
0.20061728395061729 0.75
0.20061728395061729 0.75
0.20061728395061729 0.75
0.20061728395061729 0.75
0.20061728395061729 0.6
0.20061728395061729 0.6
0.20061728395061729 0.6
0.20061728395061729 0.6
0.20061728395061729 0.6
0.20061728395061729 0.6
0.20061728395061729 -0.2
0.20061728395061729 -0.2
0.20061728395061729 -0.2
0.20061728395061729 -0.2
0.20061728395061729 -0.2
0.20061728395061729 -0.2
